,collectionName,phoneName,millisSinceGpsEpoch,constellationType,svid,signalType,receivedSvTimeInGpsNanos,xSatPosM,ySatPosM,zSatPosM,xSatVelMps,ySatVelMps,zSatVelMps,satClkBiasM,satClkDriftMps,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM,PrM,SvName,millisSinceGpsEpoch_old,ecefX,ecefY,ecefZ,b
0,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,5,GPS_L1,1273531163368486972,-1622910.272,-26320707.793,1932995.476,353.871,224.734,3156.648,-3794.093,-0.001,22168575.167,1.799,0.0,5.993,4.227,22164770.854,G5,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
1,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,19,GPS_L1,1273531163358798422,18314923.604,-16869012.259,8916008.595,1125.896,-386.603,-2946.926,-47594.48,0.001,25073129.386,8.094,0.0,9.85,22.152,25025502.904,G19,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
2,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,25,GPS_L1,1273531163373457926,-14665410.277,-8962192.653,20080300.429,-117.353,-2593.7,-1202.716,1223.843,0.0,20678320.648,2.099,0.0,4.118,2.857,20679537.515999995,G25,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
3,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,29,GPS_L1,1273531163366975018,-21263024.74,410581.546,15880893.586,1662.456,-1153.62,2247.166,-31301.311,-0.003,22621847.573,2.398,0.0,6.304,4.668,22590535.289999995,G29,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
4,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,31,GPS_L1,1273531163358624456,-9548807.805,12172453.256,21579702.391,-2446.47,-1250.041,-332.043,-12714.157,-0.001,25125283.08,11.992,0.0,9.51,21.216,25112538.196999997,G31,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
5,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,2,GPS_L1,1273531163370648274,-1673913.63,-16663053.74,21268013.029,2403.863,866.102,889.49,-136679.998,0.0,21520633.128,5.096,0.0,4.118,2.897,21383946.115,G2,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
6,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,6,GPS_L1,1273531163364711937,10293399.056,-11301985.888,21777305.71,2469.723,1201.542,-540.692,-81414.59,-0.002,23300302.188,6.296,0.0,6.61,5.714,23218875.274,G6,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
7,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,12,GPS_L1,1273531163375384693,-10469041.732,-18998832.862,15198697.49,135.702,-1964.187,-2310.209,35342.15,-0.002,20100690.433,1.799,0.0,3.757,2.513,20136026.312999997,G12,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
8,2020-05-14-US-MTV-1,Pixel4,1273531163442,1,24,GPS_L1,1273531163361680234,-20574349.397,-14945934.399,-8482793.271,1078.605,113.694,-2847.127,-3907.989,0.001,24209183.883,5.696,0.0,9.364,8.347,24205258.183000002,G24,1273531164442,-2709833.5771750067,-4269088.827250491,3874377.301983095,1214.6519025432008
0,2020-05-14-US-MTV-1,Pixel4,1273531164442,1,5,GPS_L1,1273531164368488592,-1622556.371,-26320482.87,1936152.108,353.93,225.11,3156.606,-3794.093,-0.001,22168089.503,1.799,0.0,5.992,4.227,22164285.191,G5,1273531165442,-2709833.715012308,-4269089.936990814,3874375.9424918364,1212.6242344789061
1,2020-05-14-US-MTV-1,Pixel4,1273531164442,1,25,GPS_L1,1273531164373458877,-14665527.701,-8964786.273,20079097.495,-117.493,-2593.537,-1203.149,1223.843,0.0,20678035.546,2.698,0.0,4.118,2.857,20679252.413999997,G25,1273531165442,-2709833.715012308,-4269089.936990814,3874375.9424918364,1212.6242344789061
